id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,id_proveedor,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,ciudad,suma_asegurada,etiqueta_fraude_simulada
SIN-00732,POL-00442,ASG-00331,Vida,Robo,2026-03-27,2026-03-27,7259.58,6784.77,6078.06,Reserva,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,2,363,0,1,Guayaquil,27529.6,0
SIN-00733,POL-00425,ASG-00278,Salud,Robo,2025-07-16,2025-07-30,11189.24,10089.22,0.0,Negativa,Oeste,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Grua Rapida,P007,4,361,14,3,Manta,11235.94,1
SIN-00734,POL-00473,ASG-00155,Salud,Choque,2025-10-17,2025-10-20,8323.69,8073.24,7451.39,Negativa,Norte,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,True,Clinica San Marcos,P002,25,340,3,3,Guayaquil,12875.57,0
SIN-00735,POL-00418,ASG-00102,Generales,Choque,2025-08-26,2025-08-27,8955.04,9405.21,7866.86,Pago Parcial,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica San Marcos,P002,272,93,1,1,Loja,30230.94,0
SIN-00736,POL-00407,ASG-00295,Vehiculos,Robo,2025-12-28,2026-01-09,23033.49,20534.98,0.0,Negativa,Este,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Taller El Veloz,P001,4,361,12,5,Loja,23611.19,1
SIN-00737,POL-00134,ASG-00375,Vehiculos,Responsabilidad Civil,2025-10-12,2025-10-15,14587.72,15917.44,14375.65,Pago Parcial,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Premium,P008,269,96,3,0,Guayaquil,45415.59,0
SIN-00738,POL-00589,ASG-00057,Vida,Dano parcial,2026-02-27,2026-03-01,21343.61,23435.5,21348.23,Cierre Sin Consecuencia,Oeste,Choque en parqueadero de centro comercial con camaras de seguridad.,False,Clinica San Marcos,P002,29,336,2,3,Guayaquil,32861.01,0
SIN-00739,POL-00010,ASG-00129,Salud,Atencion medica,2024-08-23,2024-08-29,22320.51,24396.68,17879.37,Reserva,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,False,Taller Central,P005,11,354,6,2,Cuenca,27311.11,0
SIN-00740,POL-00585,ASG-00396,Salud,Responsabilidad Civil,2024-10-08,2024-10-11,19238.45,18333.44,14320.72,Reserva,Oeste,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Peritajes Express,P004,15,350,3,3,Cuenca,23241.22,0
SIN-00741,POL-00281,ASG-00267,Hogar,Responsabilidad Civil,2025-12-30,2026-01-02,10431.63,10493.13,9682.67,Reserva,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,True,Grua Rapida,P007,11,354,3,3,Loja,16849.22,0
SIN-00742,POL-00532,ASG-00099,Vehiculos,Atencion medica,2025-07-09,2025-07-14,6116.45,5840.28,5089.93,Liquidado,Norte,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,True,Grua Rapida,P007,23,342,5,2,Cuenca,9137.36,0
SIN-00743,POL-00024,ASG-00192,Vida,Responsabilidad Civil,2025-04-29,2025-05-02,22780.82,23296.79,20375.18,Liquidado,Oeste,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,15,350,3,3,Loja,35580.0,0
SIN-00744,POL-00492,ASG-00318,Salud,Choque,2026-01-06,2026-01-08,42340.87,39392.62,38096.43,Cierre Sin Consecuencia,Sur,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller Central,P005,12,353,2,2,Quito,48825.13,0
SIN-00745,POL-00379,ASG-00269,Vida,Robo,2025-04-28,2025-05-02,7681.05,7999.63,7195.02,Reserva,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,True,Taller Central,P005,29,336,4,3,Manta,11935.92,0
SIN-00746,POL-00458,ASG-00212,Generales,Dano parcial,2025-09-17,2025-09-23,9690.5,9036.25,8266.67,Reserva,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,False,Clinica del Sur,P006,30,335,6,3,Manta,14407.29,0
SIN-00747,POL-00520,ASG-00359,Salud,Responsabilidad Civil,2026-04-30,2026-05-01,11513.16,12554.45,9350.4,Negativa,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Norte,P003,260,105,1,1,Manta,40971.74,0
SIN-00748,POL-00509,ASG-00257,Hogar,Robo,2025-04-26,2025-04-29,4505.56,4160.78,3111.98,Pago Total,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Central,P005,267,98,3,0,Guayaquil,29577.48,0
SIN-00749,POL-00340,ASG-00315,Hogar,Responsabilidad Civil,2024-11-01,2024-11-04,22688.67,20505.69,14464.09,Cierre Sin Consecuencia,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,121,244,3,1,Loja,48046.75,0
SIN-00750,POL-00178,ASG-00066,Hogar,Robo,2025-07-15,2025-07-23,27302.97,25596.11,0.0,Reserva,Norte,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Taller El Veloz,P001,7,358,8,4,Cuenca,30156.42,1
SIN-00751,POL-00271,ASG-00397,Hogar,Robo,2025-12-15,2025-12-29,9651.45,8826.74,0.0,Reserva,Centro,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller El Veloz,P001,7,358,14,5,Quito,9897.47,1
SIN-00752,POL-00341,ASG-00324,Generales,Robo,2024-06-29,2024-07-11,41005.16,37106.25,0.0,Negativa,Norte,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller El Veloz,P001,4,361,12,4,Loja,43200.53,1
SIN-00753,POL-00397,ASG-00167,Vida,Incendio,2027-03-03,2027-03-04,18345.2,19939.72,17674.97,Negativa,Este,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica del Sur,P006,286,79,1,0,Quito,42156.74,0
SIN-00754,POL-00062,ASG-00176,Vehiculos,Choque,2025-02-21,2025-02-23,20015.13,21977.14,21802.78,Pago Total,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,False,Peritajes Express,P004,24,341,2,3,Loja,24004.13,0
SIN-00755,POL-00388,ASG-00055,Generales,Robo,2026-01-31,2026-01-31,5162.47,5066.35,4688.21,Pago Total,Centro,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Norte,P003,133,232,0,1,Guayaquil,25642.43,0
SIN-00756,POL-00091,ASG-00280,Salud,Robo,2025-12-22,2026-01-06,45897.16,43101.1,0.0,Reserva,Este,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Grua Rapida,P007,10,355,15,4,Cuenca,46957.89,1
SIN-00757,POL-00067,ASG-00374,Vida,Incendio,2025-11-23,2025-11-23,12085.42,12808.75,9036.39,Reserva,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Central,P005,145,220,0,1,Ambato,24322.49,0
SIN-00758,POL-00319,ASG-00113,Salud,Atencion medica,2024-11-03,2024-11-03,9682.02,10252.84,7541.37,Negativa,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Peritajes Express,P004,72,293,0,0,Guayaquil,23559.17,0
SIN-00759,POL-00518,ASG-00130,Salud,Robo,2024-08-02,2024-08-12,15754.92,15414.65,0.0,Liquidado,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,4,361,10,3,Loja,17384.77,1
SIN-00760,POL-00305,ASG-00359,Salud,Robo,2025-02-13,2025-02-13,10804.41,10554.92,8866.03,Cierre Sin Consecuencia,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Premium,P008,45,320,0,0,Manta,27875.46,0
SIN-00761,POL-00520,ASG-00359,Salud,Robo,2025-08-18,2025-09-02,40240.29,39781.79,0.0,Reserva,Sur,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Clinica San Marcos,P002,5,360,15,3,Manta,40971.74,1
SIN-00762,POL-00058,ASG-00068,Hogar,Incendio,2026-12-01,2026-12-01,11369.18,11752.99,9884.2,Pago Total,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Peritajes Express,P004,188,177,0,0,Loja,46972.65,0
SIN-00763,POL-00549,ASG-00019,Salud,Robo,2026-07-05,2026-07-05,12525.79,13401.36,9408.99,Pago Parcial,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Peritajes Express,P004,282,83,0,0,Loja,49837.26,0
SIN-00764,POL-00513,ASG-00325,Generales,Robo,2024-09-03,2024-09-15,17526.35,19089.75,0.0,Pago Total,Norte,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Taller El Veloz,P001,5,360,12,6,Cuenca,19062.49,1
SIN-00765,POL-00122,ASG-00301,Salud,Atencion medica,2025-11-24,2025-11-25,3888.99,4089.74,3960.48,Pago Total,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Peritajes Express,P004,74,291,1,0,Ambato,43091.64,0
SIN-00766,POL-00203,ASG-00090,Vehiculos,Robo,2025-08-11,2025-08-23,20982.27,21209.82,0.0,Cierre Sin Consecuencia,Norte,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller El Veloz,P001,9,356,12,4,Manta,21209.66,1
SIN-00767,POL-00110,ASG-00152,Vida,Choque,2025-11-28,2025-11-28,5729.17,4836.61,3920.03,Reserva,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Grua Rapida,P007,195,170,0,0,Loja,29780.99,0
SIN-00768,POL-00338,ASG-00063,Hogar,Choque,2026-03-29,2026-03-31,33572.16,31093.98,28936.44,Pago Total,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Peritajes Express,P004,13,352,2,3,Cuenca,48340.25,0
SIN-00769,POL-00079,ASG-00342,Salud,Atencion medica,2025-07-21,2025-07-21,4064.94,4184.95,3554.38,Reserva,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,241,124,0,1,Manta,36855.53,0
SIN-00770,POL-00233,ASG-00383,Generales,Robo,2026-05-02,2026-05-16,42086.47,43431.1,0.0,Negativa,Sur,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Clinica San Marcos,P002,5,360,14,6,Quito,43128.55,1
SIN-00771,POL-00513,ASG-00325,Generales,Robo,2024-09-03,2024-09-18,18169.52,18158.14,0.0,Reserva,Sur,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,5,360,15,6,Cuenca,19062.49,1
SIN-00772,POL-00453,ASG-00076,Vehiculos,Atencion medica,2026-03-29,2026-03-31,2445.14,1992.65,1731.19,Pago Parcial,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Central,P005,45,320,2,1,Quito,6652.45,0
SIN-00773,POL-00427,ASG-00290,Salud,Choque,2025-06-17,2025-06-24,25832.57,27994.2,26815.65,Cierre Sin Consecuencia,Sur,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,True,Grua Rapida,P007,25,340,7,3,Loja,30080.31,0
SIN-00774,POL-00129,ASG-00046,Hogar,Incendio,2025-09-21,2025-09-24,5475.31,5689.94,4865.49,Liquidado,Este,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Peritajes Express,P004,248,117,3,0,Cuenca,16934.56,0
SIN-00775,POL-00266,ASG-00298,Vida,Choque,2026-05-20,2026-05-26,17360.18,17753.58,17524.52,Pago Parcial,Oeste,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller El Veloz,P001,27,338,6,3,Cuenca,21071.23,0
SIN-00776,POL-00462,ASG-00001,Vehiculos,Dano parcial,2027-04-04,2027-04-07,9112.26,7986.05,6635.61,Reserva,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller El Veloz,P001,322,43,3,1,Guayaquil,33145.73,0
SIN-00777,POL-00489,ASG-00250,Vehiculos,Responsabilidad Civil,2024-11-05,2024-11-06,2569.86,2101.87,1582.33,Cierre Sin Consecuencia,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Peritajes Express,P004,75,290,1,0,Manta,10079.92,0
SIN-00778,POL-00504,ASG-00097,Generales,Choque,2025-08-15,2025-08-17,5635.38,4701.07,3669.0,Liquidado,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica San Marcos,P002,103,262,2,1,Quito,46601.69,0
SIN-00779,POL-00009,ASG-00075,Vehiculos,Robo,2025-03-05,2025-03-06,1102.83,1211.43,1205.6,Liquidado,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Peritajes Express,P004,237,128,1,1,Ambato,17418.28,0
SIN-00780,POL-00276,ASG-00257,Generales,Choque,2025-08-17,2025-08-20,6323.81,5940.37,5739.1,Reserva,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Premium,P008,209,156,3,1,Guayaquil,21373.95,0
SIN-00781,POL-00351,ASG-00247,Generales,Atencion medica,2026-03-01,2026-03-02,1299.46,1111.12,1083.39,Negativa,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller El Veloz,P001,236,129,1,1,Manta,9029.93,0
SIN-00782,POL-00444,ASG-00047,Hogar,Choque,2027-03-23,2027-03-24,16445.36,16887.24,13468.06,Reserva,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Peritajes Express,P004,319,46,1,1,Manta,34185.94,0
SIN-00783,POL-00474,ASG-00048,Vida,Incendio,2026-05-02,2026-05-03,12017.07,12839.55,9441.72,Negativa,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,255,110,1,0,Cuenca,40956.14,0
SIN-00784,POL-00430,ASG-00399,Salud,Atencion medica,2026-03-21,2026-03-26,11320.19,11053.41,8615.39,Cierre Sin Consecuencia,Oeste,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,False,Taller Premium,P008,16,349,5,2,Guayaquil,13313.59,0
SIN-00785,POL-00003,ASG-00138,Salud,Atencion medica,2025-07-06,2025-07-09,17355.3,14116.43,9924.82,Cierre Sin Consecuencia,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Grua Rapida,P007,65,300,3,0,Manta,40275.06,0
SIN-00786,POL-00307,ASG-00033,Hogar,Atencion medica,2026-05-31,2026-06-02,2528.89,2154.63,1609.64,Pago Total,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Peritajes Express,P004,288,77,2,0,Ambato,8601.79,0
SIN-00787,POL-00042,ASG-00290,Vida,Responsabilidad Civil,2026-12-27,2026-12-29,2067.59,2037.52,1872.11,Pago Parcial,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,285,80,2,0,Loja,10094.49,0
SIN-00788,POL-00252,ASG-00396,Generales,Atencion medica,2026-04-02,2026-04-03,7550.79,6340.24,5982.36,Reserva,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Peritajes Express,P004,168,197,1,1,Cuenca,33211.99,0
SIN-00789,POL-00594,ASG-00364,Generales,Atencion medica,2026-06-25,2026-06-28,5531.29,6003.74,4414.98,Pago Total,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller El Veloz,P001,103,262,3,0,Quito,28978.5,0
SIN-00790,POL-00016,ASG-00394,Generales,Atencion medica,2024-06-11,2024-06-17,24857.24,24255.37,18294.45,Negativa,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,False,Grua Rapida,P007,13,352,6,2,Cuenca,37724.6,0
SIN-00791,POL-00132,ASG-00334,Salud,Atencion medica,2026-07-19,2026-07-22,1607.88,1407.8,1028.91,Pago Total,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Grua Rapida,P007,323,42,3,1,Quito,8316.92,0
SIN-00792,POL-00546,ASG-00175,Vehiculos,Robo,2026-01-23,2026-01-25,25705.24,25893.53,24806.47,Pago Parcial,Norte,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,True,Taller Central,P005,19,346,2,3,Loja,39220.39,0
SIN-00793,POL-00307,ASG-00033,Hogar,Choque,2026-04-01,2026-04-04,2307.87,2287.82,1780.56,Liquidado,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Peritajes Express,P004,228,137,3,1,Ambato,8601.79,0
SIN-00794,POL-00261,ASG-00347,Hogar,Dano parcial,2026-03-14,2026-03-14,1737.54,1792.27,1514.34,Reserva,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica del Sur,P006,340,25,0,1,Ambato,5501.76,0
SIN-00795,POL-00098,ASG-00232,Hogar,Choque,2025-03-12,2025-03-13,9640.64,10489.12,8207.54,Liquidado,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica del Sur,P006,212,153,1,1,Quito,47459.96,0
SIN-00796,POL-00490,ASG-00394,Hogar,Robo,2026-12-03,2026-12-03,4108.97,3881.65,3483.93,Pago Total,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Norte,P003,327,38,0,1,Cuenca,10732.73,0
SIN-00797,POL-00569,ASG-00380,Vehiculos,Atencion medica,2025-12-17,2025-12-19,9746.29,10010.22,9976.76,Negativa,Sur,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,False,Taller Norte,P003,11,354,2,2,Ambato,12914.94,0
SIN-00798,POL-00295,ASG-00247,Salud,Choque,2024-12-08,2024-12-11,6658.11,5594.9,4585.3,Pago Parcial,Centro,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Norte,P003,143,222,3,0,Manta,29267.87,0
SIN-00799,POL-00190,ASG-00373,Generales,Atencion medica,2025-04-03,2025-04-03,1180.71,962.24,893.03,Liquidado,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,130,235,0,0,Cuenca,20202.58,0
SIN-00800,POL-00165,ASG-00015,Vida,Choque,2026-10-25,2026-10-25,20726.91,21880.43,19877.24,Negativa,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Central,P005,288,77,0,1,Loja,43421.96,0
SIN-00801,POL-00288,ASG-00263,Vehiculos,Robo,2025-03-11,2025-03-19,10998.3,9727.05,0.0,Cierre Sin Consecuencia,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Clinica San Marcos,P002,7,358,8,6,Cuenca,11608.93,1
SIN-00802,POL-00114,ASG-00242,Generales,Robo,2024-10-27,2024-10-30,3177.99,2812.31,2047.21,Negativa,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Peritajes Express,P004,38,327,3,1,Ambato,31279.5,0
SIN-00803,POL-00120,ASG-00270,Vida,Incendio,2025-09-26,2025-09-29,16036.53,15122.17,12491.93,Reserva,Este,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Peritajes Express,P004,264,101,3,1,Guayaquil,46305.33,0
SIN-00804,POL-00439,ASG-00276,Vida,Atencion medica,2026-01-13,2026-01-13,1896.05,2084.52,1981.89,Negativa,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica San Marcos,P002,265,100,0,0,Cuenca,6766.32,0
SIN-00805,POL-00294,ASG-00311,Vehiculos,Atencion medica,2024-12-12,2024-12-14,3873.48,3353.3,2694.73,Pago Parcial,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Peritajes Express,P004,117,248,2,0,Cuenca,45572.37,0
SIN-00806,POL-00231,ASG-00320,Hogar,Robo,2026-03-10,2026-03-13,14016.7,14107.31,10607.1,Liquidado,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Grua Rapida,P007,200,165,3,1,Guayaquil,46453.63,0
SIN-00807,POL-00321,ASG-00284,Salud,Atencion medica,2025-11-02,2025-11-03,1905.18,1707.78,1497.71,Reserva,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Premium,P008,228,137,1,0,Guayaquil,20909.21,0
SIN-00808,POL-00313,ASG-00282,Hogar,Responsabilidad Civil,2026-11-09,2026-11-12,11511.14,10782.29,10640.56,Liquidado,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Premium,P008,288,77,3,0,Guayaquil,30160.12,0
SIN-00809,POL-00463,ASG-00213,Vida,Atencion medica,2026-09-11,2026-09-14,8958.98,9196.44,7552.48,Reserva,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica del Sur,P006,270,95,3,1,Quito,20734.25,0
SIN-00810,POL-00171,ASG-00332,Generales,Robo,2024-10-05,2024-10-18,16663.86,14781.12,0.0,Pago Total,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,5,360,13,3,Loja,18431.42,1
SIN-00811,POL-00217,ASG-00256,Vida,Incendio,2025-03-28,2025-03-28,14571.87,14870.14,12285.54,Negativa,Oeste,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller El Veloz,P001,235,130,0,0,Cuenca,49130.18,0
SIN-00812,POL-00337,ASG-00185,Hogar,Atencion medica,2026-08-21,2026-08-21,10524.49,9064.8,8193.86,Pago Total,Oeste,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Peritajes Express,P004,283,82,0,1,Loja,46933.01,0
SIN-00813,POL-00142,ASG-00116,Hogar,Responsabilidad Civil,2025-07-21,2025-07-24,901.67,928.27,862.78,Liquidado,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Norte,P003,16,349,3,1,Cuenca,11800.88,0
SIN-00814,POL-00016,ASG-00394,Generales,Dano parcial,2024-06-27,2024-06-30,31022.97,29383.76,25521.43,Negativa,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,29,336,3,2,Cuenca,37724.6,0
SIN-00815,POL-00547,ASG-00284,Vehiculos,Atencion medica,2025-09-16,2025-09-18,4418.98,3744.29,2852.68,Cierre Sin Consecuencia,Oeste,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Grua Rapida,P007,134,231,2,1,Guayaquil,34733.03,0
SIN-00816,POL-00020,ASG-00019,Hogar,Dano parcial,2025-04-02,2025-04-07,30350.41,29897.55,28278.83,Negativa,Sur,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Clinica San Marcos,P002,30,335,5,2,Loja,41553.36,0
SIN-00817,POL-00167,ASG-00005,Vida,Dano parcial,2026-02-11,2026-02-18,28262.48,26560.3,22885.24,Negativa,Este,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,True,Taller Central,P005,19,346,7,2,Quito,34131.72,0
SIN-00818,POL-00228,ASG-00197,Vida,Responsabilidad Civil,2025-03-01,2025-03-07,39305.39,39114.66,30344.34,Liquidado,Sur,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,True,Clinica San Marcos,P002,27,338,6,3,Cuenca,46215.96,0
SIN-00819,POL-00048,ASG-00294,Hogar,Dano parcial,2025-10-05,2025-10-06,6629.57,6191.22,4422.87,Reserva,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica San Marcos,P002,94,271,1,0,Guayaquil,28148.67,0
SIN-00820,POL-00412,ASG-00231,Vida,Dano parcial,2026-08-06,2026-08-09,4287.35,4513.44,3601.16,Reserva,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Norte,P003,215,150,3,1,Guayaquil,14405.43,0
SIN-00821,POL-00553,ASG-00297,Salud,Dano parcial,2025-09-15,2025-09-15,2488.35,2118.7,1783.26,Negativa,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller El Veloz,P001,178,187,0,0,Manta,6659.5,0
SIN-00822,POL-00018,ASG-00325,Hogar,Incendio,2026-09-26,2026-09-26,11639.72,9991.37,9695.69,Pago Parcial,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Peritajes Express,P004,255,110,0,1,Cuenca,34639.83,0
SIN-00823,POL-00260,ASG-00383,Vida,Responsabilidad Civil,2025-04-06,2025-04-09,19667.65,15798.74,14596.67,Cierre Sin Consecuencia,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica del Sur,P006,24,341,3,0,Quito,43226.03,0
SIN-00824,POL-00160,ASG-00160,Generales,Robo,2026-04-22,2026-04-22,5303.8,4887.56,4618.3,Cierre Sin Consecuencia,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Peritajes Express,P004,144,221,0,1,Ambato,40123.24,0
SIN-00825,POL-00301,ASG-00186,Vehiculos,Robo,2026-02-24,2026-02-26,24095.34,22899.48,16573.45,Liquidado,Este,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Peritajes Express,P004,20,345,2,3,Quito,34320.92,0
SIN-00826,POL-00151,ASG-00213,Salud,Responsabilidad Civil,2025-08-19,2025-08-24,27979.23,24703.8,22571.62,Negativa,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica San Marcos,P002,29,336,5,3,Quito,31457.04,0
SIN-00827,POL-00475,ASG-00175,Vida,Choque,2024-09-12,2024-09-16,21954.53,22493.48,22164.96,Pago Total,Oeste,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Grua Rapida,P007,15,350,4,2,Loja,28563.26,0
SIN-00828,POL-00583,ASG-00184,Hogar,Atencion medica,2026-03-10,2026-03-16,44244.58,38253.9,35402.02,Cierre Sin Consecuencia,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Grua Rapida,P007,23,342,6,2,Guayaquil,49952.82,0
SIN-00829,POL-00309,ASG-00254,Vida,Dano parcial,2025-01-01,2025-01-03,32532.15,29220.74,25741.62,Cierre Sin Consecuencia,Sur,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,16,349,2,2,Quito,43275.54,0
SIN-00830,POL-00031,ASG-00304,Vida,Atencion medica,2026-04-30,2026-05-02,2656.25,2241.98,1984.34,Cierre Sin Consecuencia,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller El Veloz,P001,323,42,2,1,Quito,36713.1,0
SIN-00831,POL-00210,ASG-00373,Salud,Responsabilidad Civil,2026-01-28,2026-02-02,17214.64,15306.17,14122.77,Cierre Sin Consecuencia,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,False,Taller Premium,P008,28,337,5,3,Cuenca,26965.52,0
SIN-00832,POL-00345,ASG-00086,Vida,Robo,2025-02-27,2025-03-13,7562.63,6333.93,0.0,Liquidado,Oeste,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller El Veloz,P001,7,358,14,6,Guayaquil,7870.66,1
SIN-00833,POL-00374,ASG-00249,Vida,Choque,2026-09-11,2026-09-14,9623.07,10401.91,8625.1,Pago Parcial,Este,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Peritajes Express,P004,182,183,3,0,Guayaquil,29423.03,0
